Sensor;Wavelength;Average;Band;BandNumber
L3 MSS;0.639;0.01;Green;4
L3 MSS;0.64;0.009;Green;4
L3 MSS;0.641;0.011;Green;4
L3 MSS;0.642;0.01;Green;4
L3 MSS;0.643;0.01;Green;4
L3 MSS;0.644;0.01;Green;4
L3 MSS;0.645;0.01;Green;4
L3 MSS;0.646;0.013;Green;4
L3 MSS;0.647;0.013;Green;4
L3 MSS;0.648;0.008;Green;4
L3 MSS;0.649;0.006;Green;4
L3 MSS;0.65;0.009;Green;4
L3 MSS;0.651;0.008;Green;4
L3 MSS;0.652;0.012;Green;4
L3 MSS;0.653;0.003;Green;4
L3 MSS;0.654;0;Green;4
L3 MSS;0.655;0;Green;4
L3 MSS;0.548;0;Red;5
L3 MSS;0.549;0;Red;5
L3 MSS;0.55;0;Red;5
L3 MSS;0.551;0;Red;5
L3 MSS;0.552;0;Red;5
L3 MSS;0.553;0;Red;5
L3 MSS;0.554;0.001;Red;5
L3 MSS;0.555;0.002;Red;5
L3 MSS;0.556;0.002;Red;5
L3 MSS;0.557;0.004;Red;5
L3 MSS;0.558;0.005;Red;5
L3 MSS;0.559;0.005;Red;5
L3 MSS;0.56;0.006;Red;5
L3 MSS;0.561;0.006;Red;5
L3 MSS;0.562;0.006;Red;5
L3 MSS;0.563;0.006;Red;5
L3 MSS;0.564;0.006;Red;5
L3 MSS;0.565;0.007;Red;5
L3 MSS;0.566;0.006;Red;5
L3 MSS;0.567;0.006;Red;5
L3 MSS;0.568;0.007;Red;5
L3 MSS;0.569;0.006;Red;5
L3 MSS;0.57;0.006;Red;5
L3 MSS;0.571;0.006;Red;5
L3 MSS;0.572;0.006;Red;5
L3 MSS;0.573;0.006;Red;5
L3 MSS;0.574;0.007;Red;5
L3 MSS;0.575;0.007;Red;5
L3 MSS;0.576;0.007;Red;5
L3 MSS;0.577;0.007;Red;5
L3 MSS;0.578;0.007;Red;5
L3 MSS;0.579;0.008;Red;5
L3 MSS;0.58;0.009;Red;5
L3 MSS;0.581;0.009;Red;5
L3 MSS;0.582;0.009;Red;5
L3 MSS;0.583;0.01;Red;5
L3 MSS;0.584;0.011;Red;5
L3 MSS;0.585;0.011;Red;5
L3 MSS;0.586;0.013;Red;5
L3 MSS;0.587;0.016;Red;5
L3 MSS;0.588;0.018;Red;5
L3 MSS;0.589;0.021;Red;5
L3 MSS;0.59;0.024;Red;5
L3 MSS;0.591;0.028;Red;5
L3 MSS;0.592;0.036;Red;5
L3 MSS;0.593;0.045;Red;5
L3 MSS;0.594;0.057;Red;5
L3 MSS;0.595;0.069;Red;5
L3 MSS;0.596;0.085;Red;5
L3 MSS;0.597;0.159;Red;5
L3 MSS;0.598;0.184;Red;5
L3 MSS;0.599;0.284;Red;5
L3 MSS;0.6;0.38;Red;5
L3 MSS;0.601;0.426;Red;5
L3 MSS;0.602;0.477;Red;5
L3 MSS;0.603;0.521;Red;5
L3 MSS;0.604;0.544;Red;5
L3 MSS;0.605;0.584;Red;5
L3 MSS;0.606;0.622;Red;5
L3 MSS;0.607;0.642;Red;5
L3 MSS;0.608;0.674;Red;5
L3 MSS;0.609;0.694;Red;5
L3 MSS;0.61;0.714;Red;5
L3 MSS;0.611;0.739;Red;5
L3 MSS;0.612;0.754;Red;5
L3 MSS;0.613;0.774;Red;5
L3 MSS;0.614;0.799;Red;5
L3 MSS;0.615;0.818;Red;5
L3 MSS;0.616;0.832;Red;5
L3 MSS;0.617;0.848;Red;5
L3 MSS;0.618;0.868;Red;5
L3 MSS;0.619;0.88;Red;5
L3 MSS;0.62;0.888;Red;5
L3 MSS;0.621;0.902;Red;5
L3 MSS;0.622;0.913;Red;5
L3 MSS;0.623;0.92;Red;5
L3 MSS;0.624;0.928;Red;5
L3 MSS;0.625;0.933;Red;5
L3 MSS;0.626;0.939;Red;5
L3 MSS;0.627;0.949;Red;5
L3 MSS;0.628;0.956;Red;5
L3 MSS;0.629;0.961;Red;5
L3 MSS;0.63;0.967;Red;5
L3 MSS;0.631;0.972;Red;5
L3 MSS;0.632;0.977;Red;5
L3 MSS;0.633;0.984;Red;5
L3 MSS;0.634;0.988;Red;5
L3 MSS;0.635;0.991;Red;5
L3 MSS;0.636;0.994;Red;5
L3 MSS;0.637;0.998;Red;5
L3 MSS;0.638;0.998;Red;5
L3 MSS;0.639;0.999;Red;5
L3 MSS;0.64;0.998;Red;5
L3 MSS;0.641;0.999;Red;5
L3 MSS;0.642;0.999;Red;5
L3 MSS;0.643;1;Red;5
L3 MSS;0.644;1;Red;5
L3 MSS;0.645;0.999;Red;5
L3 MSS;0.646;0.998;Red;5
L3 MSS;0.647;0.996;Red;5
L3 MSS;0.648;0.995;Red;5
L3 MSS;0.649;0.994;Red;5
L3 MSS;0.65;0.993;Red;5
L3 MSS;0.651;0.991;Red;5
L3 MSS;0.652;0.989;Red;5
L3 MSS;0.653;0.987;Red;5
L3 MSS;0.654;0.986;Red;5
L3 MSS;0.655;0.983;Red;5
L3 MSS;0.656;0.983;Red;5
L3 MSS;0.657;0.982;Red;5
L3 MSS;0.658;0.982;Red;5
L3 MSS;0.659;0.982;Red;5
L3 MSS;0.66;0.979;Red;5
L3 MSS;0.661;0.975;Red;5
L3 MSS;0.662;0.973;Red;5
L3 MSS;0.663;0.97;Red;5
L3 MSS;0.664;0.967;Red;5
L3 MSS;0.665;0.964;Red;5
L3 MSS;0.666;0.959;Red;5
L3 MSS;0.667;0.956;Red;5
L3 MSS;0.668;0.953;Red;5
L3 MSS;0.669;0.951;Red;5
L3 MSS;0.67;0.948;Red;5
L3 MSS;0.671;0.945;Red;5
L3 MSS;0.672;0.943;Red;5
L3 MSS;0.673;0.942;Red;5
L3 MSS;0.674;0.94;Red;5
L3 MSS;0.675;0.939;Red;5
L3 MSS;0.676;0.939;Red;5
L3 MSS;0.677;0.938;Red;5
L3 MSS;0.678;0.939;Red;5
L3 MSS;0.679;0.94;Red;5
L3 MSS;0.68;0.942;Red;5
L3 MSS;0.681;0.944;Red;5
L3 MSS;0.682;0.944;Red;5
L3 MSS;0.683;0.946;Red;5
L3 MSS;0.684;0.947;Red;5
L3 MSS;0.685;0.949;Red;5
L3 MSS;0.686;0.951;Red;5
L3 MSS;0.687;0.953;Red;5
L3 MSS;0.688;0.953;Red;5
L3 MSS;0.689;0.951;Red;5
L3 MSS;0.69;0.947;Red;5
L3 MSS;0.691;0.94;Red;5
L3 MSS;0.692;0.928;Red;5
L3 MSS;0.693;0.923;Red;5
L3 MSS;0.694;0.906;Red;5
L3 MSS;0.695;0.888;Red;5
L3 MSS;0.696;0.861;Red;5
L3 MSS;0.697;0.842;Red;5
L3 MSS;0.698;0.79;Red;5
L3 MSS;0.699;0.718;Red;5
L3 MSS;0.7;0.677;Red;5
L3 MSS;0.701;0.652;Red;5
L3 MSS;0.702;0.613;Red;5
L3 MSS;0.703;0.572;Red;5
L3 MSS;0.704;0.533;Red;5
L3 MSS;0.705;0.477;Red;5
L3 MSS;0.706;0.427;Red;5
L3 MSS;0.707;0.373;Red;5
L3 MSS;0.708;0.35;Red;5
L3 MSS;0.709;0.313;Red;5
L3 MSS;0.71;0.283;Red;5
L3 MSS;0.711;0.231;Red;5
L3 MSS;0.712;0.201;Red;5
L3 MSS;0.713;0.173;Red;5
L3 MSS;0.714;0.139;Red;5
L3 MSS;0.715;0.101;Red;5
L3 MSS;0.716;0.075;Red;5
L3 MSS;0.717;0.047;Red;5
L3 MSS;0.718;0.034;Red;5
L3 MSS;0.719;0.027;Red;5
L3 MSS;0.72;0.025;Red;5
L3 MSS;0.721;0.026;Red;5
L3 MSS;0.722;0.028;Red;5
L3 MSS;0.723;0.031;Red;5
L3 MSS;0.724;0.036;Red;5
L3 MSS;0.725;0.041;Red;5
L3 MSS;0.726;0.045;Red;5
L3 MSS;0.727;0.052;Red;5
L3 MSS;0.728;0.056;Red;5
L3 MSS;0.729;0.059;Red;5
L3 MSS;0.73;0.06;Red;5
L3 MSS;0.731;0.061;Red;5
L3 MSS;0.732;0.061;Red;5
L3 MSS;0.733;0.059;Red;5
L3 MSS;0.734;0.057;Red;5
L3 MSS;0.735;0.053;Red;5
L3 MSS;0.736;0.049;Red;5
L3 MSS;0.737;0.046;Red;5
L3 MSS;0.738;0.043;Red;5
L3 MSS;0.739;0.04;Red;5
L3 MSS;0.74;0.038;Red;5
L3 MSS;0.741;0.036;Red;5
L3 MSS;0.742;0.033;Red;5
L3 MSS;0.743;0.031;Red;5
L3 MSS;0.744;0.029;Red;5
L3 MSS;0.745;0.027;Red;5
L3 MSS;0.746;0.026;Red;5
L3 MSS;0.747;0.025;Red;5
L3 MSS;0.748;0.023;Red;5
L3 MSS;0.749;0.019;Red;5
L3 MSS;0.75;0.017;Red;5
L3 MSS;0.751;0.012;Red;5
L3 MSS;0.752;0.006;Red;5
L3 MSS;0.753;0;Red;5
L3 MSS;0.754;0;Red;5
L3 MSS;0.652;0;Near Infrared 1;6
L3 MSS;0.653;0.003;Near Infrared 1;6
L3 MSS;0.654;0.005;Near Infrared 1;6
L3 MSS;0.655;0.006;Near Infrared 1;6
L3 MSS;0.656;0.006;Near Infrared 1;6
L3 MSS;0.657;0.005;Near Infrared 1;6
L3 MSS;0.658;0.006;Near Infrared 1;6
L3 MSS;0.659;0.008;Near Infrared 1;6
L3 MSS;0.66;0.009;Near Infrared 1;6
L3 MSS;0.661;0.011;Near Infrared 1;6
L3 MSS;0.662;0.013;Near Infrared 1;6
L3 MSS;0.663;0.015;Near Infrared 1;6
L3 MSS;0.664;0.017;Near Infrared 1;6
L3 MSS;0.665;0.018;Near Infrared 1;6
L3 MSS;0.666;0.021;Near Infrared 1;6
L3 MSS;0.667;0.023;Near Infrared 1;6
L3 MSS;0.668;0.027;Near Infrared 1;6
L3 MSS;0.669;0.031;Near Infrared 1;6
L3 MSS;0.67;0.037;Near Infrared 1;6
L3 MSS;0.671;0.044;Near Infrared 1;6
L3 MSS;0.672;0.041;Near Infrared 1;6
L3 MSS;0.673;0.05;Near Infrared 1;6
L3 MSS;0.674;0.062;Near Infrared 1;6
L3 MSS;0.675;0.076;Near Infrared 1;6
L3 MSS;0.676;0.089;Near Infrared 1;6
L3 MSS;0.677;0.1;Near Infrared 1;6
L3 MSS;0.678;0.113;Near Infrared 1;6
L3 MSS;0.679;0.127;Near Infrared 1;6
L3 MSS;0.68;0.145;Near Infrared 1;6
L3 MSS;0.681;0.162;Near Infrared 1;6
L3 MSS;0.682;0.18;Near Infrared 1;6
L3 MSS;0.683;0.203;Near Infrared 1;6
L3 MSS;0.684;0.223;Near Infrared 1;6
L3 MSS;0.685;0.25;Near Infrared 1;6
L3 MSS;0.686;0.27;Near Infrared 1;6
L3 MSS;0.687;0.308;Near Infrared 1;6
L3 MSS;0.688;0.355;Near Infrared 1;6
L3 MSS;0.689;0.387;Near Infrared 1;6
L3 MSS;0.69;0.413;Near Infrared 1;6
L3 MSS;0.691;0.448;Near Infrared 1;6
L3 MSS;0.692;0.488;Near Infrared 1;6
L3 MSS;0.693;0.515;Near Infrared 1;6
L3 MSS;0.694;0.553;Near Infrared 1;6
L3 MSS;0.695;0.587;Near Infrared 1;6
L3 MSS;0.696;0.619;Near Infrared 1;6
L3 MSS;0.697;0.645;Near Infrared 1;6
L3 MSS;0.698;0.669;Near Infrared 1;6
L3 MSS;0.699;0.698;Near Infrared 1;6
L3 MSS;0.7;0.723;Near Infrared 1;6
L3 MSS;0.701;0.751;Near Infrared 1;6
L3 MSS;0.702;0.779;Near Infrared 1;6
L3 MSS;0.703;0.798;Near Infrared 1;6
L3 MSS;0.704;0.822;Near Infrared 1;6
L3 MSS;0.705;0.853;Near Infrared 1;6
L3 MSS;0.706;0.876;Near Infrared 1;6
L3 MSS;0.707;0.891;Near Infrared 1;6
L3 MSS;0.708;0.904;Near Infrared 1;6
L3 MSS;0.709;0.921;Near Infrared 1;6
L3 MSS;0.71;0.935;Near Infrared 1;6
L3 MSS;0.711;0.948;Near Infrared 1;6
L3 MSS;0.712;0.96;Near Infrared 1;6
L3 MSS;0.713;0.97;Near Infrared 1;6
L3 MSS;0.714;0.978;Near Infrared 1;6
L3 MSS;0.715;0.984;Near Infrared 1;6
L3 MSS;0.716;0.989;Near Infrared 1;6
L3 MSS;0.717;0.992;Near Infrared 1;6
L3 MSS;0.718;0.994;Near Infrared 1;6
L3 MSS;0.719;0.995;Near Infrared 1;6
L3 MSS;0.72;0.997;Near Infrared 1;6
L3 MSS;0.721;0.998;Near Infrared 1;6
L3 MSS;0.722;0.998;Near Infrared 1;6
L3 MSS;0.723;0.999;Near Infrared 1;6
L3 MSS;0.724;0.999;Near Infrared 1;6
L3 MSS;0.725;0.999;Near Infrared 1;6
L3 MSS;0.726;1;Near Infrared 1;6
L3 MSS;0.727;1;Near Infrared 1;6
L3 MSS;0.728;0.999;Near Infrared 1;6
L3 MSS;0.729;0.999;Near Infrared 1;6
L3 MSS;0.73;0.998;Near Infrared 1;6
L3 MSS;0.731;0.995;Near Infrared 1;6
L3 MSS;0.732;0.993;Near Infrared 1;6
L3 MSS;0.733;0.99;Near Infrared 1;6
L3 MSS;0.734;0.988;Near Infrared 1;6
L3 MSS;0.735;0.984;Near Infrared 1;6
L3 MSS;0.736;0.979;Near Infrared 1;6
L3 MSS;0.737;0.975;Near Infrared 1;6
L3 MSS;0.738;0.97;Near Infrared 1;6
L3 MSS;0.739;0.967;Near Infrared 1;6
L3 MSS;0.74;0.963;Near Infrared 1;6
L3 MSS;0.741;0.957;Near Infrared 1;6
L3 MSS;0.742;0.953;Near Infrared 1;6
L3 MSS;0.743;0.948;Near Infrared 1;6
L3 MSS;0.744;0.942;Near Infrared 1;6
L3 MSS;0.745;0.938;Near Infrared 1;6
L3 MSS;0.746;0.932;Near Infrared 1;6
L3 MSS;0.747;0.927;Near Infrared 1;6
L3 MSS;0.748;0.923;Near Infrared 1;6
L3 MSS;0.749;0.916;Near Infrared 1;6
L3 MSS;0.75;0.912;Near Infrared 1;6
L3 MSS;0.751;0.908;Near Infrared 1;6
L3 MSS;0.752;0.903;Near Infrared 1;6
L3 MSS;0.753;0.898;Near Infrared 1;6
L3 MSS;0.754;0.896;Near Infrared 1;6
L3 MSS;0.755;0.893;Near Infrared 1;6
L3 MSS;0.756;0.89;Near Infrared 1;6
L3 MSS;0.757;0.888;Near Infrared 1;6
L3 MSS;0.758;0.888;Near Infrared 1;6
L3 MSS;0.759;0.887;Near Infrared 1;6
L3 MSS;0.76;0.887;Near Infrared 1;6
L3 MSS;0.761;0.886;Near Infrared 1;6
L3 MSS;0.762;0.886;Near Infrared 1;6
L3 MSS;0.763;0.887;Near Infrared 1;6
L3 MSS;0.764;0.887;Near Infrared 1;6
L3 MSS;0.765;0.888;Near Infrared 1;6
L3 MSS;0.766;0.887;Near Infrared 1;6
L3 MSS;0.767;0.887;Near Infrared 1;6
L3 MSS;0.768;0.887;Near Infrared 1;6
L3 MSS;0.769;0.888;Near Infrared 1;6
L3 MSS;0.77;0.887;Near Infrared 1;6
L3 MSS;0.771;0.888;Near Infrared 1;6
L3 MSS;0.772;0.886;Near Infrared 1;6
L3 MSS;0.773;0.885;Near Infrared 1;6
L3 MSS;0.774;0.884;Near Infrared 1;6
L3 MSS;0.775;0.881;Near Infrared 1;6
L3 MSS;0.776;0.879;Near Infrared 1;6
L3 MSS;0.777;0.876;Near Infrared 1;6
L3 MSS;0.778;0.87;Near Infrared 1;6
L3 MSS;0.779;0.866;Near Infrared 1;6
L3 MSS;0.78;0.858;Near Infrared 1;6
L3 MSS;0.781;0.851;Near Infrared 1;6
L3 MSS;0.782;0.839;Near Infrared 1;6
L3 MSS;0.783;0.82;Near Infrared 1;6
L3 MSS;0.784;0.798;Near Infrared 1;6
L3 MSS;0.785;0.767;Near Infrared 1;6
L3 MSS;0.786;0.743;Near Infrared 1;6
L3 MSS;0.787;0.719;Near Infrared 1;6
L3 MSS;0.788;0.684;Near Infrared 1;6
L3 MSS;0.789;0.648;Near Infrared 1;6
L3 MSS;0.79;0.621;Near Infrared 1;6
L3 MSS;0.791;0.59;Near Infrared 1;6
L3 MSS;0.792;0.551;Near Infrared 1;6
L3 MSS;0.793;0.515;Near Infrared 1;6
L3 MSS;0.794;0.472;Near Infrared 1;6
L3 MSS;0.795;0.434;Near Infrared 1;6
L3 MSS;0.796;0.396;Near Infrared 1;6
L3 MSS;0.797;0.372;Near Infrared 1;6
L3 MSS;0.798;0.33;Near Infrared 1;6
L3 MSS;0.799;0.303;Near Infrared 1;6
L3 MSS;0.8;0.285;Near Infrared 1;6
L3 MSS;0.801;0.266;Near Infrared 1;6
L3 MSS;0.802;0.24;Near Infrared 1;6
L3 MSS;0.803;0.222;Near Infrared 1;6
L3 MSS;0.804;0.208;Near Infrared 1;6
L3 MSS;0.805;0.188;Near Infrared 1;6
L3 MSS;0.806;0.17;Near Infrared 1;6
L3 MSS;0.807;0.155;Near Infrared 1;6
L3 MSS;0.808;0.143;Near Infrared 1;6
L3 MSS;0.809;0.133;Near Infrared 1;6
L3 MSS;0.81;0.123;Near Infrared 1;6
L3 MSS;0.811;0.112;Near Infrared 1;6
L3 MSS;0.812;0.103;Near Infrared 1;6
L3 MSS;0.813;0.096;Near Infrared 1;6
L3 MSS;0.814;0.09;Near Infrared 1;6
L3 MSS;0.815;0.083;Near Infrared 1;6
L3 MSS;0.816;0.079;Near Infrared 1;6
L3 MSS;0.817;0.074;Near Infrared 1;6
L3 MSS;0.818;0.071;Near Infrared 1;6
L3 MSS;0.819;0.068;Near Infrared 1;6
L3 MSS;0.82;0.064;Near Infrared 1;6
L3 MSS;0.821;0.061;Near Infrared 1;6
L3 MSS;0.822;0.057;Near Infrared 1;6
L3 MSS;0.823;0.053;Near Infrared 1;6
L3 MSS;0.824;0.049;Near Infrared 1;6
L3 MSS;0.825;0.046;Near Infrared 1;6
L3 MSS;0.826;0.044;Near Infrared 1;6
L3 MSS;0.827;0.041;Near Infrared 1;6
L3 MSS;0.828;0.039;Near Infrared 1;6
L3 MSS;0.829;0.037;Near Infrared 1;6
L3 MSS;0.83;0.035;Near Infrared 1;6
L3 MSS;0.831;0.033;Near Infrared 1;6
L3 MSS;0.832;0.033;Near Infrared 1;6
L3 MSS;0.833;0.031;Near Infrared 1;6
L3 MSS;0.834;0.03;Near Infrared 1;6
L3 MSS;0.835;0.028;Near Infrared 1;6
L3 MSS;0.836;0.025;Near Infrared 1;6
L3 MSS;0.837;0.022;Near Infrared 1;6
L3 MSS;0.838;0.021;Near Infrared 1;6
L3 MSS;0.839;0.02;Near Infrared 1;6
L3 MSS;0.84;0.018;Near Infrared 1;6
L3 MSS;0.841;0.017;Near Infrared 1;6
L3 MSS;0.842;0.015;Near Infrared 1;6
L3 MSS;0.843;0.014;Near Infrared 1;6
L3 MSS;0.844;0.012;Near Infrared 1;6
L3 MSS;0.845;0.005;Near Infrared 1;6
L3 MSS;0.846;0.004;Near Infrared 1;6
L3 MSS;0.847;0.003;Near Infrared 1;6
L3 MSS;0.848;0.001;Near Infrared 1;6
L3 MSS;0.849;0.002;Near Infrared 1;6
L3 MSS;0.85;0.001;Near Infrared 1;6
L3 MSS;0.851;0;Near Infrared 1;6
L3 MSS;0.852;0;Near Infrared 1;6
L3 MSS;0.786;0;Near Infrared 2;7
L3 MSS;0.787;0;Near Infrared 2;7
L3 MSS;0.788;0;Near Infrared 2;7
L3 MSS;0.789;0;Near Infrared 2;7
L3 MSS;0.79;0.001;Near Infrared 2;7
L3 MSS;0.791;0.001;Near Infrared 2;7
L3 MSS;0.792;0.002;Near Infrared 2;7
L3 MSS;0.793;0.003;Near Infrared 2;7
L3 MSS;0.794;0.005;Near Infrared 2;7
L3 MSS;0.795;0.005;Near Infrared 2;7
L3 MSS;0.796;0.007;Near Infrared 2;7
L3 MSS;0.797;0.011;Near Infrared 2;7
L3 MSS;0.798;0.014;Near Infrared 2;7
L3 MSS;0.799;0.019;Near Infrared 2;7
L3 MSS;0.8;0.026;Near Infrared 2;7
L3 MSS;0.801;0.073;Near Infrared 2;7
L3 MSS;0.802;0.106;Near Infrared 2;7
L3 MSS;0.803;0.139;Near Infrared 2;7
L3 MSS;0.804;0.173;Near Infrared 2;7
L3 MSS;0.805;0.189;Near Infrared 2;7
L3 MSS;0.806;0.257;Near Infrared 2;7
L3 MSS;0.807;0.299;Near Infrared 2;7
L3 MSS;0.808;0.348;Near Infrared 2;7
L3 MSS;0.809;0.364;Near Infrared 2;7
L3 MSS;0.81;0.384;Near Infrared 2;7
L3 MSS;0.811;0.422;Near Infrared 2;7
L3 MSS;0.812;0.483;Near Infrared 2;7
L3 MSS;0.813;0.515;Near Infrared 2;7
L3 MSS;0.814;0.546;Near Infrared 2;7
L3 MSS;0.815;0.591;Near Infrared 2;7
L3 MSS;0.816;0.612;Near Infrared 2;7
L3 MSS;0.817;0.636;Near Infrared 2;7
L3 MSS;0.818;0.667;Near Infrared 2;7
L3 MSS;0.819;0.708;Near Infrared 2;7
L3 MSS;0.82;0.726;Near Infrared 2;7
L3 MSS;0.821;0.759;Near Infrared 2;7
L3 MSS;0.822;0.796;Near Infrared 2;7
L3 MSS;0.823;0.82;Near Infrared 2;7
L3 MSS;0.824;0.854;Near Infrared 2;7
L3 MSS;0.825;0.872;Near Infrared 2;7
L3 MSS;0.826;0.893;Near Infrared 2;7
L3 MSS;0.827;0.893;Near Infrared 2;7
L3 MSS;0.828;0.916;Near Infrared 2;7
L3 MSS;0.829;0.928;Near Infrared 2;7
L3 MSS;0.83;0.933;Near Infrared 2;7
L3 MSS;0.831;0.937;Near Infrared 2;7
L3 MSS;0.832;0.939;Near Infrared 2;7
L3 MSS;0.833;0.942;Near Infrared 2;7
L3 MSS;0.834;0.943;Near Infrared 2;7
L3 MSS;0.835;0.944;Near Infrared 2;7
L3 MSS;0.836;0.946;Near Infrared 2;7
L3 MSS;0.837;0.947;Near Infrared 2;7
L3 MSS;0.838;0.949;Near Infrared 2;7
L3 MSS;0.839;0.95;Near Infrared 2;7
L3 MSS;0.84;0.951;Near Infrared 2;7
L3 MSS;0.841;0.952;Near Infrared 2;7
L3 MSS;0.842;0.953;Near Infrared 2;7
L3 MSS;0.843;0.953;Near Infrared 2;7
L3 MSS;0.844;0.956;Near Infrared 2;7
L3 MSS;0.845;0.957;Near Infrared 2;7
L3 MSS;0.846;0.958;Near Infrared 2;7
L3 MSS;0.847;0.959;Near Infrared 2;7
L3 MSS;0.848;0.96;Near Infrared 2;7
L3 MSS;0.849;0.961;Near Infrared 2;7
L3 MSS;0.85;0.964;Near Infrared 2;7
L3 MSS;0.851;0.966;Near Infrared 2;7
L3 MSS;0.852;0.97;Near Infrared 2;7
L3 MSS;0.853;0.973;Near Infrared 2;7
L3 MSS;0.854;0.974;Near Infrared 2;7
L3 MSS;0.855;0.977;Near Infrared 2;7
L3 MSS;0.856;0.98;Near Infrared 2;7
L3 MSS;0.857;0.983;Near Infrared 2;7
L3 MSS;0.858;0.986;Near Infrared 2;7
L3 MSS;0.859;0.989;Near Infrared 2;7
L3 MSS;0.86;0.992;Near Infrared 2;7
L3 MSS;0.861;0.995;Near Infrared 2;7
L3 MSS;0.862;0.996;Near Infrared 2;7
L3 MSS;0.863;0.997;Near Infrared 2;7
L3 MSS;0.864;0.999;Near Infrared 2;7
L3 MSS;0.865;1;Near Infrared 2;7
L3 MSS;0.866;1;Near Infrared 2;7
L3 MSS;0.867;1;Near Infrared 2;7
L3 MSS;0.868;0.999;Near Infrared 2;7
L3 MSS;0.869;0.998;Near Infrared 2;7
L3 MSS;0.87;0.997;Near Infrared 2;7
L3 MSS;0.871;0.995;Near Infrared 2;7
L3 MSS;0.872;0.994;Near Infrared 2;7
L3 MSS;0.873;0.992;Near Infrared 2;7
L3 MSS;0.874;0.99;Near Infrared 2;7
L3 MSS;0.875;0.986;Near Infrared 2;7
L3 MSS;0.876;0.985;Near Infrared 2;7
L3 MSS;0.877;0.982;Near Infrared 2;7
L3 MSS;0.878;0.978;Near Infrared 2;7
L3 MSS;0.879;0.974;Near Infrared 2;7
L3 MSS;0.88;0.97;Near Infrared 2;7
L3 MSS;0.881;0.968;Near Infrared 2;7
L3 MSS;0.882;0.964;Near Infrared 2;7
L3 MSS;0.883;0.962;Near Infrared 2;7
L3 MSS;0.884;0.96;Near Infrared 2;7
L3 MSS;0.885;0.959;Near Infrared 2;7
L3 MSS;0.886;0.958;Near Infrared 2;7
L3 MSS;0.887;0.958;Near Infrared 2;7
L3 MSS;0.888;0.956;Near Infrared 2;7
L3 MSS;0.889;0.954;Near Infrared 2;7
L3 MSS;0.89;0.954;Near Infrared 2;7
L3 MSS;0.891;0.954;Near Infrared 2;7
L3 MSS;0.892;0.953;Near Infrared 2;7
L3 MSS;0.893;0.953;Near Infrared 2;7
L3 MSS;0.894;0.951;Near Infrared 2;7
L3 MSS;0.895;0.95;Near Infrared 2;7
L3 MSS;0.896;0.949;Near Infrared 2;7
L3 MSS;0.897;0.948;Near Infrared 2;7
L3 MSS;0.898;0.949;Near Infrared 2;7
L3 MSS;0.899;0.949;Near Infrared 2;7
L3 MSS;0.9;0.949;Near Infrared 2;7
L3 MSS;0.901;0.947;Near Infrared 2;7
L3 MSS;0.902;0.945;Near Infrared 2;7
L3 MSS;0.903;0.944;Near Infrared 2;7
L3 MSS;0.904;0.943;Near Infrared 2;7
L3 MSS;0.905;0.942;Near Infrared 2;7
L3 MSS;0.906;0.941;Near Infrared 2;7
L3 MSS;0.907;0.94;Near Infrared 2;7
L3 MSS;0.908;0.937;Near Infrared 2;7
L3 MSS;0.909;0.935;Near Infrared 2;7
L3 MSS;0.91;0.933;Near Infrared 2;7
L3 MSS;0.911;0.93;Near Infrared 2;7
L3 MSS;0.912;0.927;Near Infrared 2;7
L3 MSS;0.913;0.926;Near Infrared 2;7
L3 MSS;0.914;0.924;Near Infrared 2;7
L3 MSS;0.915;0.921;Near Infrared 2;7
L3 MSS;0.916;0.918;Near Infrared 2;7
L3 MSS;0.917;0.914;Near Infrared 2;7
L3 MSS;0.918;0.911;Near Infrared 2;7
L3 MSS;0.919;0.909;Near Infrared 2;7
L3 MSS;0.92;0.906;Near Infrared 2;7
L3 MSS;0.921;0.903;Near Infrared 2;7
L3 MSS;0.922;0.899;Near Infrared 2;7
L3 MSS;0.923;0.894;Near Infrared 2;7
L3 MSS;0.924;0.888;Near Infrared 2;7
L3 MSS;0.925;0.882;Near Infrared 2;7
L3 MSS;0.926;0.878;Near Infrared 2;7
L3 MSS;0.927;0.873;Near Infrared 2;7
L3 MSS;0.928;0.867;Near Infrared 2;7
L3 MSS;0.929;0.861;Near Infrared 2;7
L3 MSS;0.93;0.856;Near Infrared 2;7
L3 MSS;0.931;0.851;Near Infrared 2;7
L3 MSS;0.932;0.847;Near Infrared 2;7
L3 MSS;0.933;0.84;Near Infrared 2;7
L3 MSS;0.934;0.834;Near Infrared 2;7
L3 MSS;0.935;0.829;Near Infrared 2;7
L3 MSS;0.936;0.824;Near Infrared 2;7
L3 MSS;0.937;0.818;Near Infrared 2;7
L3 MSS;0.938;0.813;Near Infrared 2;7
L3 MSS;0.939;0.809;Near Infrared 2;7
L3 MSS;0.94;0.802;Near Infrared 2;7
L3 MSS;0.941;0.797;Near Infrared 2;7
L3 MSS;0.942;0.786;Near Infrared 2;7
L3 MSS;0.943;0.78;Near Infrared 2;7
L3 MSS;0.944;0.774;Near Infrared 2;7
L3 MSS;0.945;0.765;Near Infrared 2;7
L3 MSS;0.946;0.759;Near Infrared 2;7
L3 MSS;0.947;0.752;Near Infrared 2;7
L3 MSS;0.948;0.743;Near Infrared 2;7
L3 MSS;0.949;0.734;Near Infrared 2;7
L3 MSS;0.95;0.728;Near Infrared 2;7
L3 MSS;0.951;0.721;Near Infrared 2;7
